i	0	1	
i	0.625	4	
i	3.898	9	
i	10.6	11	
i	15.864	15	
i	24.606	21	
h 0	27.4285	4	
t 0	27.4286	4	
t 0	28.5865	1	
i	28.926	23	
i	29.579	24	
t 0	34.6033	9	
i	36.167	30	
i	36.959	31	
h 0	38.1545	11	
t 0	38.1546	11	
i	41.793	36	
h 0	46.6154	15	
t 0	46.6155	15	
t 0	47.77	31	
i	47.856	38	
i	51.293	40	
i	51.737	41	
i	53.695	44	
h 0	56.8351	23	
t 0	56.8352	23	
h 0	57.0814	21	
t 0	57.0815	21	
h 0	63.1696	24	
t 0	63.1697	24	
h 0	68.6594	30	
t 0	68.6595	30	
i	68.997	56	
i	70.065	58	
h 0	72.1188	36	
t 0	72.1189	36	
i	72.528	60	
i	74.735	64	
h 0	78.3195	38	
t 0	78.3196	38	
t 0	79.922	21	
h 0	80.473	40	
t 0	80.4731	40	
h 0	81.0354	4	
t 0	81.0355	4	
t 0	81.325	60	
i	81.638	70	
h 0	81.8338	44	
t 0	81.8339	44	
h 0	82.6041	41	
t 0	82.6042	41	
i	83.833	72	
i	84.442	73	
i	91.507	76	
i	92.586	79	
t 0	93.2637	11	
h 0	97.7283	56	
t 0	97.7284	56	
t 0	102.418	58	
t 0	105.37	76	
t 0	106.828	64	
h 0	108.118	15	
t 0	108.118	15	
h 0	109.596	70	
t 0	109.596	70	
h 0	110.819	72	
t 0	110.819	72	
i	111.48	86	
h 0	112.653	23	
t 0	112.654	23	
i	112.846	87	
h 0	116.51	73	
t 0	116.51	73	
i	116.992	89	
t 0	119.364	79	
i	121.35	91	
i	122.211	92	
i	122.342	93	
t 0	122.461	70	
i	123.103	94	
i	127.249	97	
t 0	128.996	30	
h 0	130.351	24	
t 0	130.351	24	
t 0	131.474	89	
h 0	132.77	36	
t 0	132.77	36	
t 0	133.289	93	
t 0	134.403	56	
t 0	134.5	86	
h 0	134.642	4	
t 0	134.642	4	
t 0	137.985	73	
h 0	138.112	44	
t 0	138.112	44	
i	138.583	105	
h 0	138.833	40	
t 0	138.833	40	
h 0	139.247	38	
t 0	139.247	38	
h 0	140.487	87	
t 0	140.487	87	
i	143.18	108	
h 0	144.338	41	
t 0	144.338	41	
i	146.155	111	
h 0	148.379	91	
t 0	148.379	91	
h 0	149.772	92	
t 0	149.772	92	
t 0	153.733	4	
h 0	155.684	94	
t 0	155.684	94	
h 0	155.847	97	
t 0	155.847	97	
i	159.793	115	
t 0	162.979	44	
h 0	164.791	72	
t 0	164.791	72	
h 0	166.867	105	
t 0	166.867	105	
h 0	168.472	23	
t 0	168.472	23	
i	168.839	118	
i	169.602	121	
h 0	169.621	15	
t 0	169.621	15	
i	171.834	122	
t 0	173.495	38	
h 0	175.109	108	
t 0	175.109	108	
i	175.459	129	
i	176.365	130	
h 0	180.298	111	
t 0	180.298	111	
i	180.732	133	
i	183.866	135	
i	187.538	138	
t 0	188.896	130	
t 0	189.87	111	
h 0	190.915	115	
t 0	190.916	115	
t 0	194.114	138	
i	194.414	145	
t 0	195.01	118	
i	195.676	146	
h 0	195.769	87	
t 0	195.769	87	
i	196.202	147	
t 0	197.193	40	
t 0	199.214	135	
i	200.802	150	
t 0	201.27	72	
h 0	202.211	122	
t 0	202.211	122	
t 0	202.394	121	
h 0	202.437	91	
t 0	202.437	91	
i	202.771	151	
h 0	204.895	92	
t 0	204.895	92	
i	204.924	153	
h 0	206.073	41	
t 0	206.073	41	
h 0	208.534	129	
t 0	208.534	129	
i	208.631	156	
h 0	211.26	133	
t 0	211.26	133	
i	212.254	160	
t 0	212.68	23	
h 0	213.042	97	
t 0	213.042	97	
i	214.055	163	
t 0	215.776	151	
h 0	220.845	94	
t 0	220.845	94	
h 0	220.929	146	
t 0	220.93	146	
t 0	221.291	145	
h 0	223.435	105	
t 0	223.435	105	
i	226.897	167	
t 0	226.931	94	
i	227.279	169	
h 0	227.6	147	
t 0	227.6	147	
i	229.787	171	
i	230.758	172	
t 0	230.763	153	
h 0	231.124	15	
t 0	231.124	15	
t 0	233.24	129	
h 0	235.168	150	
t 0	235.168	150	
i	236.704	176	
h 0	237.133	156	
